,Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure,co,ai,4D qual Fact
529,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L12minusL6,-136.48999999999978,-10.44,0.42,32.9
530,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L16minusL14,-25.40999999999985,-2.27,1.12,32.9
531,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L18minusL14,-53.26000000000022,0.0,1.93,32.9
532,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L18minusL16,-27.850000000000364,-0.37,0.88,32.9
551,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,S02minusS92,-1008.5,1.93,15.36,100.0
552,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,S12minusS92,-2557.2499999999995,5.01,29.42,100.0
553,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,S12minusS02,-1548.7499999999993,3.11,17.45,100.0
554,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L6minusL1,-930.36,-71.46,4.19,100.0
555,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L12minusL1,-1445.34,-112.71,8.39,100.0
556,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L14minusL1,-1580.12,-131.51,9.52,100.0
557,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L16minusL1,-1311.84,-129.14,10.04,100.0
558,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L18minusL1,-1809.89,-146.26,12.96,100.0
559,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L12minusL6,-514.98,-39.4,4.27,100.0
560,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L14minusL6,-649.7599999999998,-62.22,5.45,100.0
561,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L16minusL6,-381.48,-62.22,5.91,100.0
562,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L18minusL6,-879.5299999999997,-73.97,8.81,100.0
563,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L14minusL12,-134.77999999999977,-9.37,1.19,100.0
564,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L18minusL12,-364.54999999999967,-20.66,4.58,100.0
565,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L18minusL14,-229.77,-9.76,3.39,100.0
566,47,-4004.200000000012,10488.860000000335,4306.5,-2558.99,6.0,L18minusL16,-498.04999999999967,-0.91,2.93,100.0
567,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,S02minusS92,-534.7699999999994,1.49,0.0,98.62
568,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,S12minusS92,-1644.1199999999994,2.33,11.03,98.62
569,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,S12minusS02,-1109.35,1.66,13.39,98.62
570,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L6minusL1,-74.4499999999998,-10.52,0.08,98.62
571,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L12minusL1,-1374.38,-43.15,4.55,98.62
572,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L14minusL1,-974.2600000000003,-61.62,4.64,98.62
573,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L16minusL1,-1272.8700000000003,-49.47,4.04,98.62
574,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L18minusL1,-1260.86,-81.83,5.76,98.62
575,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L12minusL6,-1299.9300000000005,-31.05,6.44,98.62
576,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L14minusL6,-899.8100000000003,-53.59,6.54,98.62
577,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L16minusL6,-1198.4200000000005,-53.59,5.85,98.62
578,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L18minusL6,-1186.4100000000005,-72.97,7.79,98.62
579,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L16minusL14,-298.6100000000001,-7.16,0.18,98.62
580,48,-2184.9099999999744,7190.179999999702,3924.83,-2500.03,6.0,L18minusL14,-286.5999999999999,-17.65,1.31,98.62
581,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,S02minusS92,-634.3199999999998,3.84,2.54,75.07
582,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,S12minusS92,-824.3199999999997,5.49,6.22,75.07
583,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,S12minusS02,-190.0,2.0,3.37,75.07
584,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L6minusL1,-50.79999999999972,-26.01,0.0,75.07
585,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L12minusL1,-112.08999999999969,-36.09,0.0,75.07
586,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L14minusL1,-155.38999999999942,-33.38,0.01,75.07
587,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L16minusL1,-152.91999999999962,-31.1,0.12,75.07
588,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L18minusL1,-167.65999999999985,-36.67,0.21,75.07
589,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L12minusL6,-61.28999999999997,-10.52,0.02,75.07
590,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L14minusL6,-104.58999999999969,-13.82,0.05,75.07
591,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L16minusL6,-102.11999999999986,-13.82,0.32,75.07
592,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L18minusL6,-116.86000000000013,-16.34,0.42,75.07
593,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L14minusL12,-43.29999999999972,0.0,0.14,75.07
594,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L16minusL12,-40.82999999999993,-2.03,0.79,75.07
595,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L18minusL12,-55.57000000000015,-0.27,1.02,75.07
596,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L18minusL14,-12.270000000000437,-0.83,0.88,75.07
597,49,-5653.540000000036,7621.309999999591,4019.73,-2491.47,3.0,L18minusL16,-14.740000000000233,-3.67,0.25,75.07
598,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,S02minusS92,-974.2600000000003,3.05,4.01,71.68
599,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,S12minusS92,-2274.79,4.55,7.54,71.68
600,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,S12minusS02,-1300.5299999999995,2.07,4.25,71.68
601,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L6minusL1,-334.5599999999995,-10.8,0.0,71.68
602,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L12minusL1,-812.4699999999992,-12.96,0.0,71.68
603,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L14minusL1,-993.5799999999997,-14.98,0.0,71.68
604,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L16minusL1,-1061.9799999999998,-14.46,0.0,71.68
605,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L18minusL1,-1130.9299999999996,-32.02,0.0,71.68
606,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L12minusL6,-477.9099999999999,-4.29,0.33,71.68
607,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L14minusL6,-659.02,-8.3,0.52,71.68
608,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L16minusL6,-727.4200000000002,-8.3,0.28,71.68
609,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L18minusL6,-796.3700000000003,-20.13,0.29,71.68
610,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L14minusL12,-181.11000000000013,-0.1,0.19,71.68
611,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L16minusL12,-249.51000000000028,-2.79,0.0,71.68
612,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L18minusL12,-318.4600000000005,-7.18,0.03,71.68
613,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L16minusL14,-68.40000000000009,-7.11,0.0,71.68
614,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L18minusL14,-137.35000000000036,-10.8,0.01,71.68
615,50,-4909.010000000009,4671.330000000074,3765.75,-2453.6,7.0,L18minusL16,-68.95000000000027,-5.55,0.06,71.68
616,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,S02minusS92,-1255.5500000000004,4.47,0.15,24.44
617,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,S12minusS92,-1893.6600000000005,4.7,3.11,24.44
618,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,S12minusS02,-638.1100000000001,0.37,8.78,24.44
619,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L6minusL1,-97.28999999999996,-25.13,1.64,24.44
620,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L12minusL1,-350.50999999999976,-40.86,3.52,24.44
621,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L14minusL1,-363.96999999999986,-92.37,6.16,24.44
622,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L18minusL1,-467.0899999999997,-94.04,5.72,24.44
623,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L12minusL6,-253.2199999999998,-14.66,2.09,24.44
624,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L14minusL6,-266.67999999999984,-73.45,4.62,24.44
625,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L18minusL6,-369.79999999999967,-70.37,4.27,24.44
626,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L14minusL12,-13.460000000000036,-44.81,2.72,24.44
627,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L18minusL12,-116.57999999999993,-39.9,2.29,24.44
628,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L18minusL14,-103.11999999999986,-18.26,0.23,24.44
629,51,-4617.939999999944,6378.530000000262,2778.13,-2413.83,12.24,L18minusL16,-748.2399999999997,-5.52,1.56,24.44
630,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S02minusS92,-970.58,1.92,15.02,100.0
631,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S12minusS92,-2554.74,5.23,26.7,100.0
632,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S12minusS02,-1584.16,3.32,15.37,100.0
633,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L6minusL1,-1708.4599999999994,-78.0,4.5,100.0
634,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L12minusL1,-1607.9799999999993,-117.43,9.24,100.0
635,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L14minusL1,-1637.3099999999995,-137.24,10.59,100.0
636,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L16minusL1,-1263.6499999999996,-135.77,12.01,100.0
637,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL1,-2071.28,-153.22,14.77,100.0
638,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL6,-362.82000000000016,-75.26,10.55,100.0
639,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L14minusL12,-29.329999999999927,-11.7,1.58,100.0
640,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL12,-463.3000000000001,-24.38,5.63,100.0
641,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL14,-433.97000000000025,-11.28,4.2,100.0
642,52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL16,-807.6300000000001,-0.53,2.78,100.0
643,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S02minusS92,-836.9300000000003,1.52,1.36,92.92
644,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S12minusS92,-1550.0,2.85,2.92,92.92
645,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S12minusS02,-713.0699999999997,1.36,1.72,92.92
646,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L6minusL1,-184.05000000000015,-21.92,0.07,92.92
647,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L12minusL1,-470.82999999999987,-28.79,0.37,92.92
648,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL1,-602.5300000000002,-38.8,0.77,92.92
649,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL1,-643.6800000000002,-37.04,0.21,92.92
650,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL1,-692.23,-50.91,0.51,92.92
651,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L12minusL6,-286.77999999999975,-5.26,0.33,92.92
652,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL6,-418.48,-19.5,0.74,92.92
653,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL6,-459.63000000000017,-19.5,0.16,92.92
654,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL6,-508.17999999999984,-28.33,0.48,92.92
655,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL12,-131.70000000000027,-2.48,0.41,92.92
656,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL12,-172.8500000000004,-8.66,0.0,92.92
657,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL12,-221.40000000000006,-9.2,0.16,92.92
658,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL14,-41.1500000000001,-4.65,0.0,92.92
659,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL14,-89.6999999999998,-5.79,0.0,92.92
660,53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL16,-48.54999999999972,0.0,0.36,92.92
661,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S02minusS92,-622.3900000000002,0.54,0.48,100.0
662,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S12minusS92,-1508.4900000000007,1.07,6.56,100.0
663,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S12minusS02,-886.1000000000003,0.65,8.85,100.0
664,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L6minusL1,-512.2299999999996,-16.61,5.23,100.0
665,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L12minusL1,-963.9299999999994,-5.89,9.0,100.0
666,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L14minusL1,-672.0499999999993,-19.36,9.24,100.0
667,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL1,-714.7999999999993,-5.19,8.84,100.0
668,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL1,-793.0499999999993,-18.37,9.14,100.0
669,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L12minusL6,-451.6999999999999,-0.67,3.95,100.0
670,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L14minusL6,-159.8199999999997,-5.37,4.22,100.0
671,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL6,-202.5699999999997,-5.37,3.71,100.0
672,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL6,-280.8199999999997,-3.05,4.1,100.0
673,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL14,-42.75,0.0,0.0,100.0
674,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL14,-121.0,0.0,0.02,100.0
675,54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL16,-78.25,0.0,0.42,100.0
716,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,S02minusS92,-932.62,2.51,12.72,91.59
717,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,S12minusS92,-173.2299999999996,2.98,16.1,91.59
718,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL1,-665.5999999999998,-4.05,0.33,91.59
719,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL6,-722.4500000000003,-3.78,0.52,91.59
720,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL12,-745.2500000000005,-0.15,0.54,91.59
721,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L16minusL14,-6.829999999999927,0.0,0.3,91.59
722,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL14,-791.1799999999997,-0.47,0.71,91.59
723,58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL16,-784.3499999999998,-0.43,0.7,91.59
724,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,S02minusS92,-930.83,2.92,14.04,71.23
725,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,S12minusS92,-3123.89,5.15,31.46,71.23
726,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,S12minusS02,-2193.06,3.35,17.67,71.23
727,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L6minusL1,-361.52999999999975,-32.7,0.47,71.23
728,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L12minusL1,-1438.0099999999998,-80.07,5.58,71.23
729,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L14minusL1,-1420.0699999999995,-90.89,4.6,71.23
730,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L16minusL1,-1216.7499999999995,-87.81,3.94,71.23
731,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L18minusL1,-1206.91,-115.09,3.59,71.23
732,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L12minusL6,-1076.48,-67.14,5.49,71.23
733,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L14minusL6,-1058.54,-83.36,4.45,71.23
734,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L16minusL6,-855.2199999999997,-83.36,3.78,71.23
735,59,-4512.729999999981,4663.419999999926,3840.37,-2468.44,29.0,L18minusL6,-845.3800000000001,-76.19,3.43,71.23
736,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,S02minusS92,-1214.8199999999995,1.61,1.38,78.78
737,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,S12minusS92,-3237.92,3.75,13.35,78.78
738,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,S12minusS02,-2023.1,2.76,11.89,78.78
739,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L6minusL1,-73.23000000000002,-16.31,0.48,78.78
740,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L12minusL1,-816.5,-51.93,2.6,78.78
741,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L14minusL1,-927.16,-73.01,2.09,78.78
742,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L16minusL1,-780.3200000000003,-57.92,1.92,78.78
743,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L18minusL1,-833.2200000000003,-70.36,2.87,78.78
744,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L12minusL6,-743.27,-35.05,2.23,78.78
745,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L14minusL6,-853.9299999999997,-60.32,1.79,78.78
746,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L16minusL6,-707.0900000000001,-60.32,1.5,78.78
747,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L18minusL6,-759.9900000000004,-53.61,2.68,78.78
748,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L14minusL12,-110.65999999999985,-10.52,0.12,78.78
749,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L18minusL12,-16.720000000000255,-9.57,0.79,78.78
750,60,-4424.310000000056,4141.129999999887,4373.91,-2511.32,9.0,L18minusL16,-52.9000000000001,-6.73,1.29,78.78
751,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S02minusS92,-315.7100000000001,5.99,31.22,62.4
752,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S12minusS92,-2100.2200000000007,7.25,42.77,62.4
753,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S12minusS02,-1784.5100000000002,1.47,11.93,62.4
754,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L6minusL1,-77.86999999999989,-15.54,2.85,62.4
755,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL1,-1530.5100000000002,-149.93,8.75,62.4
756,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL1,-1560.71,-166.15,10.84,62.4
757,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL1,-2445.6800000000007,-187.95,10.24,62.4
758,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL6,-1452.6400000000006,-138.41,5.97,62.4
759,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL6,-1482.84,-138.41,8.02,62.4
760,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL6,-2367.8100000000004,-173.8,7.45,62.4
761,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL12,-1536.3900000000006,-43.06,2.78,62.4
762,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL12,-1566.59,-62.0,5.1,62.4
763,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL12,-2451.5600000000004,-71.67,4.37,62.4
764,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL14,-30.199999999999815,-14.22,2.44,62.4
765,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL14,-915.1699999999997,-25.37,1.69,62.4
766,61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL16,-884.97,-4.68,0.3,62.4
798,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,S02minusS92,-767.5,3.22,8.67,79.53
799,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,S12minusS92,-793.3399999999992,3.78,14.42,79.53
800,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,S12minusS02,-25.839999999999236,1.25,6.35,79.53
801,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L6minusL1,-54.0300000000002,-20.41,0.26,79.53
802,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L12minusL1,-108.53999999999996,-26.88,0.81,79.53
803,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L14minusL1,-13.650000000000093,-39.75,2.41,79.53
804,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L18minusL1,-233.69000000000003,-57.79,4.16,79.53
805,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L12minusL6,-54.50999999999976,-6.74,0.68,79.53
806,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L18minusL6,-179.65999999999985,-36.14,4.11,79.53
807,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L18minusL12,-125.15000000000008,-16.26,3.55,79.53
808,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L18minusL14,-220.04,-10.83,1.83,79.53
809,64,-6150.589999999967,7514.400000000371,3237.01,-2513.64,45.05,L18minusL16,-276.66999999999956,-1.9,0.03,79.53
835,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,S02minusS92,-426.59999999999985,3.42,12.25,90.12
836,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,S12minusS92,-275.80999999999995,4.69,18.95,90.12
837,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L6minusL1,-68.37999999999964,-17.83,0.09,90.12
838,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL1,-2.0099999999997635,-56.55,4.03,90.12
839,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL12,-54.92999999999985,-16.64,4.22,90.12
840,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L16minusL14,-38.67000000000007,-9.44,1.36,90.12
841,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL14,-318.75,-13.1,1.27,90.12
842,68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL16,-280.0799999999999,-1.14,0.46,90.12
843,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,S02minusS92,-1014.87,0.86,4.9,100.0
844,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,S12minusS92,-1680.54,1.61,7.43,100.0
845,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,S12minusS02,-665.6700000000002,0.79,2.63,100.0
846,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L12minusL1,-735.1199999999999,-37.63,5.2,100.0
847,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L14minusL1,-1147.33,-50.97,5.14,100.0
848,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L16minusL1,-793.7399999999997,-49.21,6.02,100.0
849,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L18minusL1,-1275.25,-67.65,6.88,100.0
850,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L12minusL6,-835.0300000000008,-28.97,5.79,100.0
851,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L14minusL6,-1247.2400000000007,-47.62,5.78,100.0
852,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L16minusL6,-893.6500000000004,-47.62,6.6,100.0
853,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L18minusL6,-1375.1600000000005,-59.43,7.52,100.0
854,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L14minusL12,-412.21,-6.7,0.36,100.0
855,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L16minusL12,-58.6199999999999,-14.64,1.14,100.0
856,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L18minusL12,-540.1300000000001,-17.82,1.79,100.0
857,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L18minusL14,-127.92000000000007,-12.67,1.74,100.0
858,69,-1806.1900000000023,7305.040000000036,4397.99,-2536.04,4.0,L18minusL16,-481.51000000000016,-7.08,0.94,100.0
