,Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure,co,ai,4D qual Fact
1137,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L12minusL1,-1476.9299999999996,-94.47,7.21,71.59
1138,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL1,-1529.6999999999996,-117.47,8.45,71.59
1139,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L16minusL1,-1292.12,-122.87,8.41,71.59
1140,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L18minusL1,-1074.29,-132.4,8.66,71.59
1141,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L12minusL6,-619.3299999999998,-21.54,3.49,71.59
1142,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL6,-672.0999999999998,-52.79,4.79,71.59
1143,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L16minusL6,-434.52,-52.79,4.78,71.59
1144,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L18minusL6,-216.69000000000003,-65.82,5.08,71.59
1145,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL12,-52.76999999999998,-18.83,1.48,71.59
1148,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,S02minusS92,-1679.1299999999994,3.42,2.72,60.59
1149,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,S12minusS92,-860.7699999999995,4.76,6.58,60.59
1150,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L14minusL12,-2.780000000000655,-3.32,1.75,60.59
1151,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L16minusL12,-18.110000000000586,-10.68,0.78,60.59
1152,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL12,-33.03000000000065,-11.65,0.18,60.59
1153,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L16minusL14,-15.329999999999929,-21.59,0.12,60.59
1154,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL14,-30.25,-20.4,0.03,60.59
1155,100,-3290.8200000000065,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL16,-14.920000000000071,-2.93,0.17,60.59
1156,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,S02minusS92,-2427.71,7.94,29.32,79.83
1157,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,S12minusS92,-2307.4800000000005,9.15,37.52,79.83
1158,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,L12minusL6,-155.59000000000015,-7.24,1.03,79.83
1159,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,L14minusL6,-176.24000000000026,-19.2,2.61,79.83
1160,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,L16minusL6,-147.1500000000001,-19.2,2.84,79.83
1161,101,-6767.280000000028,5304.719999999738,4295.17,-2498.21,26.0,L14minusL12,-20.65000000000009,-1.65,1.82,79.83
1162,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,S02minusS92,-859.5,5.94,16.58,64.17
1163,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,S12minusS92,-422.72000000000025,6.94,21.7,64.17
1164,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L6minusL1,-109.76999999999998,-31.07,2.4,64.17
1165,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L14minusL12,-723.0400000000003,-6.67,0.27,64.17
1166,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L16minusL12,-1142.4700000000005,-13.26,1.43,64.17
1167,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L18minusL12,-989.5100000000003,-21.35,1.0,64.17
1168,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L16minusL14,-419.42999999999984,-5.13,1.18,64.17
1169,102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L18minusL14,-266.4699999999998,-13.1,0.75,64.17
1170,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,S02minusS92,-1753.58,5.75,14.02,64.31
1171,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,S12minusS92,-1581.31,6.56,20.45,64.31
1172,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L6minusL1,-107.80999999999996,-25.47,2.12,64.31
1173,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L18minusL1,-258.1500000000001,-33.71,7.7,64.31
1174,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L18minusL6,-150.34000000000015,-13.22,5.87,64.31
1175,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L14minusL12,-1181.41,-0.33,2.43,64.31
1176,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L16minusL12,-1101.6799999999996,-2.72,2.94,64.31
1177,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L18minusL12,-1553.75,-8.07,3.63,64.31
1178,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L18minusL14,-372.34000000000015,-9.12,1.22,64.31
1179,103,-5664.439999999944,5992.950000000185,3163.87,-2431.73,42.5,L18minusL16,-452.07000000000016,-4.51,0.82,64.31
1180,104,-4420.420000000042,8121.200000000185,2854.16,-2430.04,46.0,S02minusS92,-926.73,3.35,17.85,70.7
1181,104,-4420.420000000042,8121.200000000185,2854.16,-2430.04,46.0,L6minusL1,-129.01000000000022,-73.31,2.78,70.7
1182,104,-4420.420000000042,8121.200000000185,2854.16,-2430.04,46.0,L12minusL1,-180.03999999999996,-89.23,6.35,70.7
1183,104,-4420.420000000042,8121.200000000185,2854.16,-2430.04,46.0,L12minusL6,-51.02999999999975,-17.59,3.59,70.7
1184,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,S02minusS92,-1618.67,4.83,24.6,100.0
1185,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,S12minusS92,-888.96,5.34,49.44,100.0
1186,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL12,-602.7199999999998,-0.26,0.58,100.0
1187,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L16minusL14,-3.050000000000182,-0.06,0.57,100.0
1188,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL14,-628.73,-0.29,0.1,100.0
1189,105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL16,-625.6799999999997,-1.21,0.15,100.0
1190,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,S02minusS92,-1436.14,4.24,14.95,52.15
1191,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,S12minusS92,-2539.49,5.81,25.65,52.15
1192,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,S12minusS02,-1103.35,1.96,10.76,52.15
1193,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L6minusL1,-757.9100000000003,-29.67,0.03,52.15
1194,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L12minusL1,-1297.2000000000005,-91.45,4.61,52.15
1195,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L14minusL1,-1106.2600000000002,-123.83,6.31,52.15
1196,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L16minusL1,-517.9400000000005,-96.35,7.14,52.15
1197,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L18minusL1,-1738.5700000000006,-127.57,5.78,52.15
1198,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L12minusL6,-539.29,-60.07,5.28,52.15
1199,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L14minusL6,-348.34999999999985,-97.92,6.98,52.15
1200,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L18minusL6,-980.6600000000003,-98.09,6.46,52.15
1201,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L18minusL12,-441.3700000000004,-28.55,1.43,52.15
1202,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L18minusL14,-632.3100000000004,-0.84,0.17,52.15
1203,106,-3576.229999999981,5407.5,3546.17,-2455.84,23.0,L18minusL16,-1220.63,-22.09,0.03,52.15
1204,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,S02minusS92,-1085.9300000000003,1.09,2.52,96.03
1205,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,S12minusS92,-1967.1500000000005,1.39,4.67,96.03
1206,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,S12minusS02,-881.2200000000003,0.42,2.16,96.03
1207,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L6minusL1,-91.99000000000069,-2.39,0.02,96.03
1208,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L12minusL1,-617.0600000000004,0.0,0.03,96.03
1209,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L14minusL1,-951.4900000000008,-2.99,0.12,96.03
1210,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L16minusL1,-1075.21,-0.79,0.18,96.03
1211,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L18minusL1,-1222.37,-7.4,0.55,96.03
1212,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L12minusL6,-525.0699999999997,0.0,0.14,96.03
1213,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L14minusL6,-859.5,-2.8,0.35,96.03
1214,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L16minusL6,-983.2199999999992,-2.8,0.46,96.03
1215,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L18minusL6,-1130.3799999999992,-5.02,0.93,96.03
1216,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L14minusL12,-334.4300000000003,-3.96,0.23,96.03
1217,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L16minusL12,-458.1499999999997,-1.34,0.36,96.03
1218,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L18minusL12,-605.3099999999995,-5.27,0.82,96.03
1219,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L16minusL14,-123.71999999999935,-0.5,0.18,96.03
1220,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L18minusL14,-270.8799999999992,-1.84,0.61,96.03
1221,107,-5331.020000000019,3295.0599999995898,5150.56,-2566.01,14.0,L18minusL16,-147.15999999999985,-2.67,0.5,96.03
1222,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,S02minusS92,-1031.8399999999992,2.79,10.87,92.13
1223,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,S12minusS92,-998.2799999999997,3.53,13.92,92.13
1224,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L6minusL1,-21.960000000000036,-10.36,3.72,92.13
1225,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L14minusL12,-13.210000000000036,-0.61,2.32,92.13
1226,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L16minusL12,-28.55999999999949,-0.11,2.1,92.13
1227,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL12,-45.02999999999975,-1.85,2.63,92.13
1228,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L16minusL14,-15.349999999999454,-10.17,1.89,92.13
1229,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL14,-31.81999999999971,-22.13,1.43,92.13
1230,108,-2789.8200000000065,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL16,-16.470000000000255,-6.38,0.82,92.13
1231,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,S02minusS92,-1107.1900000000003,1.19,5.86,100.0
1232,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,S12minusS92,-1807.28,2.8,7.94,100.0
1233,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,S12minusS02,-700.0899999999992,1.61,3.15,100.0
1234,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L12minusL1,-1526.7800000000007,-26.03,0.8,100.0
1235,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L14minusL1,-1502.54,-41.38,0.8,100.0
1236,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L16minusL1,-1010.0200000000003,-32.68,1.22,100.0
1237,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L18minusL1,-1869.9400000000005,-50.42,1.27,100.0
1238,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L12minusL6,-1639.9300000000005,-16.06,0.87,100.0
1239,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L14minusL6,-1615.6899999999994,-35.59,0.86,100.0
1240,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L16minusL6,-1123.17,-35.59,1.32,100.0
1241,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L18minusL6,-1983.09,-39.51,1.35,100.0
1242,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L18minusL12,-343.1599999999998,-7.82,0.55,100.0
1243,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L18minusL14,-367.40000000000055,-5.53,0.68,100.0
1244,109,-1392.929999999993,8140.559999999591,5336.49,-2552.07,4.0,L18minusL16,-859.9200000000002,-4.65,0.08,100.0
1245,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,S02minusS92,-637.6400000000002,0.42,0.11,100.0
1246,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,S12minusS92,-1496.0,1.51,8.64,100.0
1247,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,S12minusS02,-858.3599999999997,1.11,9.14,100.0
1248,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L6minusL1,-92.98000000000047,-4.65,0.6,100.0
1249,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L12minusL1,-891.2300000000005,-34.77,11.61,100.0
1250,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L14minusL1,-1077.88,-58.46,14.85,100.0
1251,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L16minusL1,-786.7300000000005,-36.89,15.1,100.0
1252,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L18minusL1,-2367.4000000000005,-106.92,20.84,100.0
1253,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L12minusL6,-798.25,-30.31,12.38,100.0
1254,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L14minusL6,-984.8999999999997,-58.25,15.62,100.0
1255,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L16minusL6,-693.75,-58.25,15.88,100.0
1256,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L18minusL6,-2274.42,-103.46,21.57,100.0
1257,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L14minusL12,-186.6499999999996,-13.43,3.26,100.0
1258,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L18minusL12,-1476.17,-58.07,9.27,100.0
1259,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L18minusL14,-1289.5200000000004,-43.99,6.01,100.0
1260,110,-2850.8300000000163,11987.40000000037,3595.88,-2626.11,9.0,L18minusL16,-1580.67,-51.54,5.75,100.0
1261,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,S02minusS92,-1162.1800000000005,4.1,5.78,58.07
1262,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,S12minusS92,-2238.69,6.23,13.3,58.07
1263,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,S12minusS02,-1076.5099999999998,2.42,7.71,58.07
1264,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L6minusL1,-876.6300000000001,-43.97,1.24,58.07
1265,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L12minusL1,-467.52,-37.07,0.94,58.07
1266,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L14minusL1,-451.3900000000003,-42.88,0.95,58.07
1267,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L16minusL1,-502.48,-36.63,0.66,58.07
1268,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L18minusL1,-1050.5,-52.39,0.74,58.07
1269,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L18minusL6,-173.86999999999992,-10.16,0.0,58.07
1270,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L16minusL12,-34.960000000000036,-5.09,0.01,58.07
1271,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L18minusL12,-582.98,-4.67,0.01,58.07
1272,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L16minusL14,-51.089999999999684,-3.99,0.01,58.07
1273,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L18minusL14,-599.1099999999998,-4.4,0.02,58.07
1274,112,-5535.219999999972,7018.139999999666,2754.96,-2445.0,6.12,L18minusL16,-548.02,-1.02,0.1,58.07
1291,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,S02minusS92,-846.25,4.81,11.49,68.61
1292,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,S12minusS92,-1762.9800000000007,8.35,25.98,68.61
1293,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,S12minusS02,-916.7300000000004,4.14,14.1,68.61
1294,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L6minusL1,-225.3300000000004,-46.9,1.61,68.61
1295,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L12minusL1,-356.54000000000036,-62.28,3.15,68.61
1296,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L14minusL1,-448.5500000000001,-77.21,4.77,68.61
1297,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L16minusL1,-440.38000000000017,-81.53,5.02,68.61
1298,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L18minusL1,-316.19000000000005,-92.6,7.98,68.61
1299,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L12minusL6,-131.21000000000004,-15.66,1.61,68.61
1300,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L14minusL6,-223.2199999999998,-37.19,3.27,68.61
1301,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L16minusL6,-215.04999999999973,-37.19,3.49,68.61
1302,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L18minusL6,-90.8599999999997,-53.02,6.46,68.61
1303,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L14minusL12,-92.00999999999978,-10.57,1.69,68.61
1304,114,-5813.0500000000475,6571.0,3112.0,-2445.87,30.0,L16minusL12,-83.83999999999969,-21.73,1.9,68.61
1310,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,S02minusS92,-1319.4300000000005,5.84,21.89,64.92
1311,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,S12minusS92,-1141.61,6.98,29.31,64.92
1312,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L6minusL1,-88.58000000000038,-19.26,3.5,64.92
1313,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL1,-72.68000000000029,-104.07,8.5,64.92
1314,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L16minusL12,-20.809999999999945,-31.75,2.56,64.92
1315,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL12,-274.11000000000007,-39.55,1.73,64.92
1316,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L16minusL14,-66.84999999999991,-18.79,1.85,64.92
1317,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL14,-320.1500000000001,-25.78,1.0,64.92
1318,116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL16,-253.30000000000015,-3.85,0.03,64.92
1319,117,-3011.8099999999977,10252.410000000147,4530.44,-2504.99,36.09,S02minusS92,-873.0299999999997,3.54,11.64,91.0
1320,117,-3011.8099999999977,10252.410000000147,4530.44,-2504.99,36.09,L16minusL14,-291.73,-3.13,1.27,91.0
1321,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,S02minusS92,-1137.25,1.29,12.48,100.0
1322,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,S12minusS92,-2723.0399999999995,2.73,20.33,100.0
1323,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,S12minusS02,-1585.7899999999993,1.57,8.29,100.0
1324,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L6minusL1,-573.3400000000001,-33.14,8.63,100.0
1325,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L12minusL1,-1144.5,-61.63,15.67,100.0
1326,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L14minusL1,-1389.0,-72.96,16.71,100.0
1327,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L16minusL1,-1475.33,-72.73,18.35,100.0
1328,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L18minusL1,-1600.42,-94.86,18.63,100.0
1329,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L12minusL6,-571.1599999999999,-26.91,7.06,100.0
1330,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L14minusL6,-815.6599999999999,-43.04,8.1,100.0
1331,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L16minusL6,-901.9899999999997,-43.04,9.74,100.0
1332,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L18minusL6,-1027.08,-61.93,10.02,100.0
1333,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L14minusL12,-244.5,-1.99,1.04,100.0
1334,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L16minusL12,-330.82999999999987,-10.94,2.68,100.0
1335,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L18minusL12,-455.92000000000013,-20.16,2.96,100.0
1336,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L16minusL14,-86.32999999999994,-5.93,1.64,100.0
1337,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L18minusL14,-211.42000000000007,-16.3,1.91,100.0
1338,118,-7032.670000000042,3319.919999999925,5707.32,-2534.99,16.5,L18minusL16,-125.09000000000015,-3.88,0.28,100.0
1339,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,S02minusS92,-932.8999999999997,4.87,9.2,40.27
1340,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,S12minusS92,-1847.67,8.09,7.31,40.27
1341,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,S12minusS02,-914.7700000000003,3.33,1.58,40.27
1342,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L6minusL1,-218.56000000000043,-47.99,1.23,40.27
1343,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L12minusL1,-443.23000000000053,-89.51,4.77,40.27
1344,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L14minusL1,-620.1800000000002,-140.74,5.57,40.27
1345,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L16minusL1,-693.5700000000003,-97.33,5.97,40.27
1346,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L18minusL1,-758.1400000000003,-168.63,7.01,40.27
1347,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L12minusL6,-224.67000000000007,-34.73,3.97,40.27
1348,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L14minusL6,-401.61999999999983,-86.21,4.64,40.27
1349,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L16minusL6,-475.00999999999976,-86.21,5.16,40.27
1350,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L18minusL6,-539.5799999999998,-103.98,6.05,40.27
1351,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L14minusL12,-176.94999999999982,-38.29,1.15,40.27
1352,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L16minusL12,-250.3399999999997,-13.89,1.25,40.27
1353,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L18minusL12,-314.9099999999998,-52.05,2.3,40.27
1354,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L16minusL14,-73.38999999999987,-2.03,1.08,40.27
1355,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L18minusL14,-137.96000000000004,-19.33,1.41,40.27
1356,119,-4449.170000000042,5439.349999999628,2466.28,-2439.28,9.94,L18minusL16,-64.57000000000015,-43.38,1.13,40.27
1357,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,S02minusS92,-1960.3600000000006,3.14,26.64,100.0
1358,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,S12minusS92,-1257.7200000000005,3.13,25.96,100.0
1359,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L14minusL12,-23.980000000000476,-0.51,0.04,100.0
1360,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L16minusL12,-30.850000000000364,-0.39,0.03,100.0
1361,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L18minusL12,-504.52000000000055,0.0,0.03,100.0
1362,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L16minusL14,-6.869999999999892,-1.36,0.0,100.0
1363,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L18minusL14,-480.54,-0.64,0.09,100.0
1364,120,-1848.960000000021,9651.019999999551,5019.96,-2515.1,1.0,L18minusL16,-473.67000000000013,-0.05,1.08,100.0
1365,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,S02minusS92,-1138.9899999999998,3.21,6.89,91.08
1366,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,S12minusS92,-2075.19,5.12,15.01,91.08
1367,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,S12minusS02,-936.2000000000003,2.5,7.95,91.08
1368,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L6minusL1,-297.29,-39.11,2.15,91.08
1369,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L12minusL1,-517.44,-53.24,2.48,91.08
1370,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L14minusL1,-613.23,-56.71,3.12,91.08
1371,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L16minusL1,-662.25,-57.61,2.6,91.08
1372,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L12minusL6,-220.15000000000006,-12.31,0.46,91.08
1373,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L14minusL6,-315.94000000000005,-21.96,1.03,91.08
1374,121,-6472.810000000056,6309.360000000334,3565.03,-2482.37,12.0,L16minusL6,-364.96,-21.96,0.69,91.08
